landscape_id,door,prize_prob,reward_value,prior_mean
0.0,0.0,0.4060566164491325,0.6542606788461677,0.26566687752798734
0.0,1.0,0.5460931888516255,0.36864519541520013,0.20131463031911728
0.0,2.0,0.4169192374765155,0.3278409360449396,0.1366831930694433
0.0,3.0,0.7452106958174729,2.0672732751326826,1.5405541558064924
0.0,4.0,0.5970634175578617,0.36500262357353336,0.21792971384839957
0.0,5.0,0.3024069046788025,1.2738286000368553,0.3852145640284777
0.0,6.0,0.2599820825004856,1.0001803676279037,0.2600289748520037
0.0,7.0,0.034235516538089206,0.6271376893714555,0.021470382736135517
0.0,8.0,0.7548913861760993,0.3474258965451361,0.26226881663643187
0.0,9.0,0.9015525275520827,1.029367393808878,0.9280287756680942
1.0,0.0,0.8598007019331523,0.45385494687179045,0.39022480189619896
1.0,1.0,0.588970492179735,1.4030321818080473,0.826344554663493
1.0,2.0,0.043809781679024495,5.526144561764236,0.24209918677761968
1.0,3.0,0.2748481226940197,1.3963984050168914,0.383797480151816
1.0,4.0,0.5950254211268452,2.1357240231973873,1.2708100863137455
1.0,5.0,0.5903043027865877,0.33470889463289055,0.19758010068273793
1.0,6.0,0.4140639628901789,0.5523097377550883,0.2286915587577073
1.0,7.0,0.3530966600877091,0.7067917266260237,0.24956579804927415
1.0,8.0,0.5000157262600835,0.1814464733768086,0.09072609016283587
1.0,9.0,0.4767690528676862,1.1706510716215432,0.5581302026555451
2.0,0.0,0.2514350855293459,2.218376927149271,0.5577777924141044
2.0,1.0,0.7716367510973274,0.26353512454055883,0.20335338730050637
2.0,2.0,0.38766378400159696,1.5054008232521232,0.5835893795810373
2.0,3.0,0.41078206775544746,0.44633001708997827,0.18334436732154547
2.0,4.0,0.42982220843467356,0.7047678151666324,0.30292485874860176
2.0,5.0,0.12207242404338658,0.6489612472816418,0.07922027256588965
2.0,6.0,0.13893184112623702,0.48446690533338665,0.06730787912269778
2.0,7.0,0.5990301777638013,0.4661844012171921,0.27925852473184587
2.0,8.0,0.3148994815698991,0.5914047039391102,0.18623303466842545
2.0,9.0,0.8687597415877536,1.0645074701288797,0.9248012346673988
3.0,0.0,0.9144118596955642,0.30229688608984717,0.2764238577895953
3.0,1.0,0.7005768458459694,1.2781028167622914,0.8954092400341751
3.0,2.0,0.5497076424712141,0.669401236325421,0.3679749754877632
3.0,3.0,0.33522830426312,0.5140455381488948,0.17232261406767696
3.0,4.0,0.22682724508020957,0.6001692157406697,0.13613472978840607
3.0,5.0,0.45806472634700734,0.723544170397448,0.3314300624130795
3.0,6.0,0.5413103218251968,8.069552439213686,4.368132027856062
3.0,7.0,0.7607161318200213,1.594183973156553,1.2127214654691256
3.0,8.0,0.7371837923152337,0.6375413356034284,0.4699851395378545
3.0,9.0,0.9097055201447092,1.7682953731061575,1.6086280621610196
